,rank,rate,id,pokemon,form,type1,type2,category,terastal,item,ability,move_0,move_1,move_2,move_3
497,220,2035.354,0959-00,デカヌチャン,,フェアリー,はがね,一般,こおり,ふうせん,,,,,
498,222,2034.997,0330-00,フライゴン,,じめん,ドラゴン,一般,かくとう,こだわりハチマキ,ふゆう,スケイルショット,じしん,ばかぢから,とんぼがえり
499,222,2034.997,0437-00,ドータクン,,はがね,エスパー,一般,ほのお,たべのこし,ふゆう,ジャイロボール,ボディプレス,てっぺき,サイコキネシス
500,222,2034.997,0730-00,アシレーヌ,,みず,フェアリー,一般,ノーマル,オボンのみ,げきりゅう,ムーンフォース,うたかたのアリア,アンコール,みがわり
501,222,2034.997,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ひこう,とつげきチョッキ,どくしゅ,はたきおとす,どくづき,ドレインパンチ,かげうち
502,222,2034.997,0038-00,キュウコン,,ほのお,,一般,ほのお,こだわりメガネ,ひでり,オーバーヒート,かえんほうしゃ,ソーラービーム,おにび
503,222,2034.997,0475-00,エルレイド,,エスパー,かくとう,一般,ほのお,こだわりスカーフ,きれあじ,せいなるつるぎ,サイコカッター,トリプルアクセル,みちづれ
504,228,2032.949,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ,マルチスケイル,テラバースト,じしん,しんそく,けたぐり
505,228,2032.949,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,でんじは,エレクトロビーム,ラスターカノン,あくのはどう
506,228,2032.949,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ドラゴン,いかさまダイス,てきおうりょく,おはかまいり,ウェーブタックル,スケイルショット,アクアジェット
507,228,2032.949,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,しんくうは,テラバースト
508,228,2032.949,0637-00,ウルガモス,,むし,ほのお,一般,はがね,じゃくてんほけん,むしのしらせ,むしのさざめき,ほのおのまい,ちょうのまい,ふきとばし
509,228,2032.949,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,ばけのかわ,かげうち,じゃれつく,いたみわけ,のろい
510,229,2032.876,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,しんがん,ブラッドムーン,ハイパーボイス,しんくうは,だいちのちから
511,229,2032.876,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,たべのこし,じきゅうりょく,ボディプレス,てっぺき,ラスターカノン,バークアウト
512,229,2032.876,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,ばけのかわ,かげうち,じゃれつく,トリックルーム,のろい
513,229,2032.876,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,ねつこうかん,つららおとし,じしん,かわらわり,こおりのつぶて
514,229,2032.876,0956-00,クエスパトラ,,エスパー,,一般,はがね,オボンのみ,かそく,ルミナコリジョン,バトンタッチ,めいそう,まもる
515,229,2032.876,0923-00,パーモット,,でんき,かくとう,一般,ステラ,きあいのタスキ,しぜんかいふく,インファイト,はたきおとす,ほっぺすりすり,アンコール
516,230,2032.789,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ゴースト,きあいのタスキ,,,,,
517,230,2032.789,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,,,,,
518,230,2032.789,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,,,,,
519,230,2032.789,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,たべのこし,,,,,
520,230,2032.789,0637-00,ウルガモス,,むし,ほのお,一般,みず,ラムのみ,,,,,
521,230,2032.789,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,いのちのたま,,,,,
522,233,2032.386,0983-00,ドドゲザン,,あく,はがね,一般,どく,おんみつマント,そうだいしょう,ふいうち,ドゲザン,アイアンヘッド,ハサミギロチン
523,233,2032.386,0784-00,ジャラランガ,,ドラゴン,かくとう,一般,ノーマル,こだわりメガネ,ぼうおん,スケイルノイズ,はどうだん,かえんほうしゃ,ばくおんぱ
524,233,2032.386,0823-00,アーマーガア,,ひこう,はがね,一般,じめん,たべのこし,プレッシャー,ボディプレス,とんぼがえり,てっぺき,はねやすめ
525,233,2032.386,0923-00,パーモット,,でんき,かくとう,一般,でんき,きあいのタスキ,ちくでん,でんこうそうげき,インファイト,ほっぺすりすり,アンコール
526,233,2032.386,0637-00,ウルガモス,,むし,ほのお,一般,みず,あつぞこブーツ,ほのおのからだ,ほのおのまい,おにび,ちょうのまい,あさのひざし
527,233,2032.386,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,こだわりスカーフ,てきおうりょく,ウェーブタックル,たきのぼり,クイックターン,おはかまいり
528,235,2032.043,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,こおり,じゃくてんほけん,くだけるよろい,むねんのつるぎ,ポルターガイスト,テラバースト,つるぎのまい
529,235,2032.043,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりスカーフ,くだけるよろい,むねんのつるぎ,ポルターガイスト,テラバースト,つるぎのまい
530,235,2032.043,0914-00,ウェーニバル,,みず,かくとう,一般,ゴースト,きあいのタスキ,くだけるよろい,むねんのつるぎ,ポルターガイスト,テラバースト,つるぎのまい
531,235,2032.043,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,ひかりのねんど,ゆきふらし,オーロラベール,アンコール,ミストフィールド,ふぶき
532,235,2032.043,0445-00,ガブリアス,,ドラゴン,じめん,一般,みず,いかさまダイス,さめはだ,じしん,スケイルショット,アクアブレイク,つるぎのまい
533,235,2032.043,0635-00,サザンドラ,,あく,ドラゴン,一般,ゴースト,メトロノーム,かそく,ルミナコリジョン,シャドーボール,テラバースト,まもる
534,242,2029.318,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,フェアリー,こだわりハチマキ,すりぬけ,ドラゴンアロー,テラバースト,ふいうち,とんぼがえり
535,242,2029.318,0956-00,クエスパトラ,,エスパー,,一般,ほのお,オボンのみ,かそく,ルミナコリジョン,テラバースト,ひかりのかべ,まもる
536,242,2029.318,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,シャドークロー,のろい,かげうち
537,242,2029.318,0286-00,キノガッサ,,くさ,かくとう,一般,ゴースト,きあいのタスキ,テクニシャン,タネマシンガン,マッハパンチ,キノコのほうし,じならし
538,242,2029.318,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ,マルチスケイル,テラバースト,りゅうのまい,かえんほうしゃ,ぼうふう
539,242,2029.318,0233-00,ポリゴン２,,ノーマル,,一般,じめん,しんかのきせき,ダウンロード,テラバースト,10まんボルト,れいとうビーム,トリックルーム
540,245,2029.037,0748-00,ドヒドイデ,,どく,みず,一般,くさ,ゴツゴツメット,,,,,
541,245,2029.037,0242-00,ハピナス,,ノーマル,,一般,みず,あつぞこブーツ,,,,,
542,245,2029.037,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,,,,,
543,245,2029.037,0706-01,ヌメルゴン,ヒスイのすがた,はがね,ドラゴン,一般,フェアリー,カゴのみ,,,,,
544,245,2029.037,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,,,,,
545,245,2029.037,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,,,,,
546,246,2028.397,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,ひかりのねんど,ゆきふらし,ふぶき,ミストフィールド,アンコール,オーロラベール
547,246,2028.397,0497-00,ジャローダ,,くさ,,一般,あく,たべのこし,あまのじゃく,リーフストーム,テラバースト,ちょうはつ,こうごうせい
548,246,2028.397,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,フェアリー,オボンのみ,くだけるよろい,むねんのつるぎ,テラバースト,かげうち,つるぎのまい
549,246,2028.397,0445-00,ガブリアス,,ドラゴン,じめん,一般,みず,いかさまダイス,さめはだ,じしん,スケイルショット,アフロブレイク,つるぎのまい
550,246,2028.397,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,フィラのみ,じきゅうりょく,ボディプレス,ドラゴンテール,ラスターカノン,ステルスロック
551,246,2028.397,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
552,248,2028.3,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,しんがん,ブラッドムーン,だいちのちから,しんくうは,カウンター
553,248,2028.3,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ,マルチスケイル,しんそく,じしん,アイススピナー,けたぐり
554,248,2028.3,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,きあいだま,トリック
555,248,2028.3,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,あくのはどう
556,248,2028.3,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,きよめのしお,しおづけ,まもる,のろい,じこさいせい
557,248,2028.3,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,かげうち,のろい,つるぎのまい
558,250,2027.636,0970-00,キラフロル,,いわ,どく,一般,くさ,とつげきチョッキ,どくげしょう,アシッドボム,パワージェム,エナジーボール,だいちのちから
559,250,2027.636,0286-00,キノガッサ,,くさ,かくとう,一般,どく,いかさまダイス,テクニシャン,タネマシンガン,マッハパンチ,キノコのほうし,つるぎのまい
560,250,2027.636,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,ドレインパンチ,かげうち,つるぎのまい
561,250,2027.636,0637-00,ウルガモス,,むし,ほのお,一般,いわ,きあいのタスキ,むしのしらせ,ほのおのまい,むしのさざめき,テラバースト,ちょうのまい
562,250,2027.636,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,がんじょう,ラスターカノン,りゅうせいぐん,エレクトロビーム,あくのはどう
563,250,2027.636,0212-00,ハッサム,,むし,はがね,一般,ひこう,こだわりハチマキ,テクニシャン,バレットパンチ,はたきおとす,ダブルウイング,とんぼがえり
564,253,2026.75,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,ねつこうかん,つららばり,かわらわり,じしん,こおりのつぶて
565,253,2026.75,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,かげうち,つるぎのまい,のろい
566,253,2026.75,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,あくのはどう
567,253,2026.75,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,せんせいのツメ,おうごんのからだ,シャドーボール,サイコショック,わるだくみ,じこさいせい
568,253,2026.75,0475-00,エルレイド,,エスパー,かくとう,一般,ゴースト,こだわりスカーフ,きれあじ,リーフブレード,せいなるつるぎ,つじぎり,トリプルアクセル
569,253,2026.75,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,きあいのタスキ,しんがん,ブラッドムーン,だいちのちから,しんくうは,テラバースト
570,257,2025.058,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,,,,,
571,257,2025.058,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,たべのこし,,,,,
572,257,2025.058,0977-00,ヘイラッシャ,,みず,,一般,はがね,オボンのみ,,,,,
