,id,form_id,name,form,alias,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
0366-000,366,0,パールル,,パールル,２まいがいポケモン,52.5,0.4,みず,,シェルアーマー,びびり,,8,35,64,85,74,55,32
0367-000,367,0,ハンテール,,ハンテール,しんかいポケモン,27.0,1.7,みず,,すいすい,みずのベール,,8,55,104,105,94,75,52
0368-000,368,0,サクラビス,,サクラビス,なんかいポケモン,22.6,1.8,みず,,すいすい,うるおいボディ,,8,55,84,105,114,75,52
0369-000,369,0,ジーランス,,ジーランス,ちょうじゅポケモン,23.4,1.0,みず,いわ,すいすい,いしあたま,がんじょう,8,100,90,130,45,65,55
0370-000,370,0,ラブカス,,ラブカス,ランデブーポケモン,8.7,0.6,みず,,すいすい,うるおいボディ,,9,43,30,55,40,65,97
0371-000,371,0,タツベイ,,タツベイ,いしあたまポケモン,42.1,0.6,ドラゴン,,いしあたま,ちからずく,,9,45,75,60,40,30,50
0372-000,372,0,コモルー,,コモルー,にんたいポケモン,110.5,1.1,ドラゴン,,いしあたま,ぼうじん,,9,65,95,100,60,50,50
0373-000,373,0,ボーマンダ,,ボーマンダ,ドラゴンポケモン,102.6,1.5,ドラゴン,ひこう,いかく,じしんかじょう,,9,95,135,80,110,80,100
0373-001,373,1,ボーマンダ,メガボーマンダ,メガボーマンダ,ドラゴンポケモン,112.6,1.8,ドラゴン,ひこう,スカイスキン,じしんかじょう,,7,95,135,80,110,80,100
0374-000,374,0,ダンバル,,ダンバル,てっきゅうポケモン,95.2,0.6,はがね,エスパー,クリアボディ,ライトメタル,,9,40,55,80,35,60,30
0375-000,375,0,メタング,,メタング,てつツメポケモン,202.5,1.2,はがね,エスパー,クリアボディ,ライトメタル,,9,60,75,100,55,80,50
0376-000,376,0,メタグロス,,メタグロス,てつあしポケモン,550.0,1.6,はがね,エスパー,クリアボディ,ライトメタル,,9,80,135,130,95,90,70
0376-001,376,1,メタグロス,メガメタグロス,メガメタグロス,てつあしポケモン,942.9,2.5,はがね,エスパー,かたいツメ,ライトメタル,,7,80,135,130,95,90,70
0377-000,377,0,レジロック,,レジロック,いわやまポケモン,230.0,1.7,いわ,,クリアボディ,がんじょう,,9,80,100,200,50,100,50
0378-000,378,0,レジアイス,,レジアイス,ひょうざんポケモン,175.0,1.8,こおり,,クリアボディ,アイスボディ,,9,80,50,100,100,200,50
0379-000,379,0,レジスチル,,レジスチル,くろがねポケモン,205.0,1.9,はがね,,クリアボディ,ライトメタル,,9,80,75,150,75,150,50
0380-000,380,0,ラティアス,,ラティアス,むげんポケモン,40.0,1.4,ドラゴン,エスパー,ふゆう,,,9,80,80,90,110,130,110
0380-001,380,1,ラティアス,メガラティアス,メガラティアス,むげんポケモン,52.0,1.8,ドラゴン,エスパー,ふゆう,,,7,80,80,90,110,130,110
0381-000,381,0,ラティオス,,ラティオス,むげんポケモン,60.0,2.0,ドラゴン,エスパー,ふゆう,,,9,80,90,80,130,110,110
0381-001,381,1,ラティオス,メガラティオス,メガラティオス,むげんポケモン,70.0,2.3,ドラゴン,エスパー,ふゆう,,,7,80,90,80,130,110,110
0382-000,382,0,カイオーガ,カイオーガのすがた,カイオーガ,かいていポケモン,352.0,4.5,みず,,あめふらし,,,9,100,100,90,150,140,90
0382-001,382,1,カイオーガ,ゲンシカイキのすがた,カイオーガ(ゲンシカイキ),かいていポケモン,430.0,9.8,みず,,はじまりのうみ,あめふらし,,9,100,100,90,150,140,90
0383-000,383,0,グラードン,グラードンのすがた,グラードン,たいりくポケモン,950.0,3.5,じめん,,ひでり,,,9,100,150,140,100,90,90
0383-001,383,1,グラードン,ゲンシカイキのすがた,グラードン(ゲンシカイキ),たいりくポケモン,999.7,5.0,じめん,ほのお,おわりのだいち,ひでり,,9,100,150,140,100,90,90
0384-000,384,0,レックウザ,,レックウザ,てんくうポケモン,206.5,7.0,ドラゴン,ひこう,エアロック,,,9,105,150,90,150,90,95
0384-001,384,1,レックウザ,メガレックウザ,メガレックウザ,てんくうポケモン,392.0,10.8,ドラゴン,ひこう,デルタストリーム,エアロック,,7,105,150,90,150,90,95
0385-000,385,0,ジラーチ,,ジラーチ,ねがいごとポケモン,1.1,0.3,はがね,エスパー,てんのめぐみ,,,9,100,100,100,100,100,100
0386-000,386,0,デオキシス,ノーマルフォルム,デオキシス(ノーマル),ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,150,50,150,50,150
0386-001,386,1,デオキシス,アタックフォルム,デオキシス(アタック),ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,180,20,180,20,150
0386-002,386,2,デオキシス,ディフェンスフォルム,デオキシス(ディフェンス),ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,70,160,70,160,90
0386-003,386,3,デオキシス,スピードフォルム,デオキシス(スピード),ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,95,90,95,90,180
0387-000,387,0,ナエトル,,ナエトル,わかばポケモン,10.2,0.4,くさ,,しんりょく,シェルアーマー,,9,55,68,64,45,55,31
0388-000,388,0,ハヤシガメ,,ハヤシガメ,こだちポケモン,97.0,1.1,くさ,,しんりょく,シェルアーマー,,9,75,89,85,55,65,36
0389-000,389,0,ドダイトス,,ドダイトス,たいりくポケモン,310.0,2.2,くさ,じめん,しんりょく,シェルアーマー,,9,95,109,105,75,85,56
0390-000,390,0,ヒコザル,,ヒコザル,こざるポケモン,6.2,0.5,ほのお,,もうか,てつのこぶし,,9,44,58,44,58,44,61
0391-000,391,0,モウカザル,,モウカザル,やんちゃポケモン,22.0,0.9,ほのお,かくとう,もうか,てつのこぶし,,9,64,78,52,78,52,81
0392-000,392,0,ゴウカザル,,ゴウカザル,かえんポケモン,55.0,1.2,ほのお,かくとう,もうか,てつのこぶし,,9,76,104,71,104,71,108
0393-000,393,0,ポッチャマ,,ポッチャマ,ペンギンポケモン,5.2,0.4,みず,,げきりゅう,かちき,,9,53,51,53,61,56,40
0394-000,394,0,ポッタイシ,,ポッタイシ,ペンギンポケモン,23.0,0.8,みず,,げきりゅう,かちき,,9,64,66,68,81,76,50
0395-000,395,0,エンペルト,,エンペルト,こうていポケモン,84.5,1.7,みず,はがね,げきりゅう,かちき,,9,84,86,88,111,101,60
0396-000,396,0,ムックル,,ムックル,むくどりポケモン,2.0,0.3,ノーマル,ひこう,するどいめ,すてみ,,9,40,55,30,30,30,60
0397-000,397,0,ムクバード,,ムクバード,むくどりポケモン,15.5,0.6,ノーマル,ひこう,いかく,すてみ,,9,55,75,50,40,40,80
0398-000,398,0,ムクホーク,,ムクホーク,もうきんポケモン,24.9,1.2,ノーマル,ひこう,いかく,すてみ,,9,85,120,70,50,60,100
0399-000,399,0,ビッパ,,ビッパ,まるねずみポケモン,20.0,0.5,ノーマル,,たんじゅん,てんねん,ムラっけ,8,59,45,40,35,40,31
0400-000,400,0,ビーダル,,ビーダル,ビーバーポケモン,31.5,1.0,ノーマル,みず,たんじゅん,てんねん,ムラっけ,8,79,85,60,55,60,71
0401-000,401,0,コロボーシ,,コロボーシ,こおろぎポケモン,2.2,0.3,むし,,だっぴ,にげあし,,9,37,25,41,25,41,25
0402-000,402,0,コロトック,,コロトック,こおろぎポケモン,25.5,1.0,むし,,むしのしらせ,テクニシャン,,9,77,85,51,55,51,65
0403-000,403,0,コリンク,,コリンク,せんこうポケモン,9.5,0.5,でんき,,とうそうしん,いかく,こんじょう,9,45,65,34,40,34,45
0404-000,404,0,ルクシオ,,ルクシオ,でんこうポケモン,30.5,0.9,でんき,,とうそうしん,いかく,こんじょう,9,60,85,49,60,49,60
0405-000,405,0,レントラー,,レントラー,がんこうポケモン,42.0,1.4,でんき,,とうそうしん,いかく,こんじょう,9,80,120,79,95,79,70
0406-000,406,0,スボミー,,スボミー,つぼみポケモン,1.2,0.2,くさ,どく,しぜんかいふく,どくのトゲ,リーフガード,8,40,30,35,50,70,55
0407-000,407,0,ロズレイド,,ロズレイド,ブーケポケモン,14.5,0.9,くさ,どく,しぜんかいふく,どくのトゲ,テクニシャン,8,60,70,65,125,105,90
0408-000,408,0,ズガイドス,,ズガイドス,ずつきポケモン,31.5,0.9,いわ,,かたやぶり,ちからずく,,9,67,125,40,30,30,58
0409-000,409,0,ラムパルド,,ラムパルド,ずつきポケモン,102.5,1.6,いわ,,かたやぶり,ちからずく,,9,97,165,60,65,50,58
0410-000,410,0,タテトプス,,タテトプス,シールドポケモン,57.0,0.5,いわ,はがね,がんじょう,ぼうおん,,9,30,42,118,42,88,30
0411-000,411,0,トリデプス,,トリデプス,シールドポケモン,149.5,1.3,いわ,はがね,がんじょう,ぼうおん,,9,60,52,168,47,138,30
0412-000,412,0,ミノムッチ,くさきのミノ,ミノムッチ(くさき),みのむしポケモン,3.4,0.2,むし,,だっぴ,ぼうじん,,8,40,29,45,29,45,36
0412-001,412,1,ミノムッチ,すなちのミノ,ミノムッチ(すなち),みのむしポケモン,3.4,0.2,むし,,だっぴ,ぼうじん,,8,40,29,45,29,45,36
0412-002,412,2,ミノムッチ,ゴミのミノ,ミノムッチ(ゴミ),みのむしポケモン,3.4,0.2,むし,,だっぴ,ぼうじん,,8,40,29,45,29,45,36
0413-000,413,0,ミノマダム,くさきのミノ,ミノマダム(くさき),みのむしポケモン,6.5,0.5,むし,くさ,きけんよち,ぼうじん,,8,60,59,85,79,105,36
0413-001,413,1,ミノマダム,すなちのミノ,ミノマダム(すなち),みのむしポケモン,6.5,0.5,むし,じめん,きけんよち,ぼうじん,,8,60,79,105,59,85,36
0413-002,413,2,ミノマダム,ゴミのミノ,ミノマダム(ゴミ),みのむしポケモン,6.5,0.5,むし,はがね,きけんよち,ぼうじん,,8,60,69,95,69,95,36
0414-000,414,0,ガーメイル,,ガーメイル,ミノガポケモン,23.3,0.9,むし,ひこう,むしのしらせ,いろめがね,,8,70,94,50,94,50,66
0415-000,415,0,ミツハニー,,ミツハニー,はちのこポケモン,5.5,0.3,むし,ひこう,みつあつめ,はりきり,,9,30,30,42,30,42,70
0416-000,416,0,ビークイン,,ビークイン,はちのすポケモン,38.5,1.2,むし,ひこう,プレッシャー,きんちょうかん,,9,70,80,102,80,102,40
0417-000,417,0,パチリス,,パチリス,でんきりすポケモン,3.9,0.4,でんき,,にげあし,ものひろい,ちくでん,9,60,45,70,45,90,95
0418-000,418,0,ブイゼル,,ブイゼル,うみイタチポケモン,29.5,0.7,みず,,すいすい,みずのベール,,9,55,65,35,60,30,85
0419-000,419,0,フローゼル,,フローゼル,うみイタチポケモン,33.5,1.1,みず,,すいすい,みずのベール,,9,85,105,55,85,50,115
0420-000,420,0,チェリンボ,,チェリンボ,さくらんぼポケモン,3.3,0.4,くさ,,ようりょくそ,,,8,45,35,45,62,53,35
0421-000,421,0,チェリム,ネガフォルム,チェリム,サクラポケモン,9.3,0.5,くさ,,フラワーギフト,,,8,70,60,70,87,78,85
0422-000,422,0,カラナクシ,,カラナクシ,ウミウシポケモン,6.3,0.3,みず,,ねんちゃく,よびみず,すなのちから,6,76,48,48,57,62,34
0423-000,423,0,トリトドン,,トリトドン,ウミウシポケモン,29.9,0.9,みず,じめん,ねんちゃく,よびみず,すなのちから,6,111,83,68,92,82,39
0424-000,424,0,エテボース,,エテボース,おながポケモン,20.3,1.2,ノーマル,,テクニシャン,ものひろい,スキルリンク,9,75,100,66,60,66,115
0425-000,425,0,フワンテ,,フワンテ,ふうせんポケモン,1.2,0.4,ゴースト,ひこう,ゆうばく,かるわざ,ねつぼうそう,9,90,50,34,60,44,70
0426-000,426,0,フワライド,,フワライド,ききゅうポケモン,15.0,1.2,ゴースト,ひこう,ゆうばく,かるわざ,ねつぼうそう,9,150,80,44,90,54,80
0427-000,427,0,ミミロル,,ミミロル,うさぎポケモン,5.5,0.4,ノーマル,,にげあし,ぶきよう,じゅうなん,8,55,66,44,44,56,85
0428-000,428,0,ミミロップ,,ミミロップ,うさぎポケモン,33.3,1.2,ノーマル,,メロメロボディ,ぶきよう,じゅうなん,8,65,76,84,54,96,105
0428-001,428,1,ミミロップ,メガミミロップ,メガミミロップ,うさぎポケモン,28.3,1.3,ノーマル,かくとう,きもったま,じゅうなん,,7,65,76,84,54,96,105
0429-000,429,0,ムウマージ,,ムウマージ,マジカルポケモン,4.4,0.9,ゴースト,,ふゆう,,,9,60,60,60,105,105,105
0430-000,430,0,ドンカラス,,ドンカラス,おおボスポケモン,27.3,0.9,あく,ひこう,ふみん,きょううん,じしんかじょう,9,100,125,52,105,52,71
0431-000,431,0,ニャルマー,,ニャルマー,ねこかぶりポケモン,3.9,0.5,ノーマル,,じゅうなん,マイペース,するどいめ,8,49,55,42,42,37,85
0432-000,432,0,ブニャット,,ブニャット,とらねこポケモン,43.8,1.0,ノーマル,,あついしぼう,マイペース,まけんき,8,71,82,64,64,59,112
0433-000,433,0,リーシャン,,リーシャン,すずポケモン,0.6,0.2,エスパー,,ふゆう,,,9,45,30,50,65,50,45
0434-000,434,0,スカンプー,,スカンプー,スカンクポケモン,19.2,0.4,どく,あく,あくしゅう,ゆうばく,するどいめ,9,63,63,47,41,41,74
0435-000,435,0,スカタンク,,スカタンク,スカンクポケモン,38.0,1.0,どく,あく,あくしゅう,ゆうばく,するどいめ,9,103,93,67,71,61,84
0436-000,436,0,ドーミラー,,ドーミラー,せいどうポケモン,60.5,0.5,はがね,エスパー,ふゆう,たいねつ,ヘヴィメタル,9,57,24,86,24,86,23
0437-000,437,0,ドータクン,,ドータクン,どうたくポケモン,187.0,1.3,はがね,エスパー,ふゆう,たいねつ,ヘヴィメタル,9,67,89,116,79,116,33
0438-000,438,0,ウソハチ,,ウソハチ,ぼんさいポケモン,15.0,0.5,いわ,,がんじょう,いしあたま,びびり,9,50,80,95,10,45,10
0439-000,439,0,マネネ,,マネネ,マイムポケモン,13.0,0.6,エスパー,フェアリー,ぼうおん,フィルター,テクニシャン,8,20,25,45,70,90,60
0440-000,440,0,ピンプク,,ピンプク,ままごとポケモン,24.4,0.6,ノーマル,,しぜんかいふく,てんのめぐみ,フレンドガード,9,100,5,5,15,65,30
0441-000,441,0,ペラップ,,ペラップ,おんぷポケモン,1.9,0.5,ノーマル,ひこう,するどいめ,ちどりあし,はとむね,8,76,65,45,92,42,91
0442-000,442,0,ミカルゲ,,ミカルゲ,ふういんポケモン,108.0,1.0,ゴースト,あく,プレッシャー,すりぬけ,,9,50,92,108,92,108,35
0443-000,443,0,フカマル,,フカマル,りくザメポケモン,20.5,0.7,ドラゴン,じめん,すながくれ,さめはだ,,9,58,70,45,40,45,42
0444-000,444,0,ガバイト,,ガバイト,ほらあなポケモン,56.0,1.4,ドラゴン,じめん,すながくれ,さめはだ,,9,68,90,65,50,55,82
0445-000,445,0,ガブリアス,,ガブリアス,マッハポケモン,95.0,1.9,ドラゴン,じめん,すながくれ,さめはだ,,9,108,130,95,80,85,102
0445-001,445,1,ガブリアス,メガガブリアス,メガガブリアス,マッハポケモン,95.0,1.9,ドラゴン,じめん,すなのちから,さめはだ,,7,108,130,95,80,85,102
0446-000,446,0,ゴンベ,,ゴンベ,おおぐいポケモン,105.0,0.6,ノーマル,,ものひろい,あついしぼう,くいしんぼう,9,135,85,40,40,85,5
0447-000,447,0,リオル,,リオル,はもんポケモン,20.2,0.7,かくとう,,ふくつのこころ,せいしんりょく,いたずらごころ,9,40,70,40,35,40,60
0448-000,448,0,ルカリオ,,ルカリオ,はどうポケモン,54.0,1.2,かくとう,はがね,ふくつのこころ,せいしんりょく,せいぎのこころ,9,70,110,70,115,70,90
0448-001,448,1,ルカリオ,メガルカリオ,メガルカリオ,はどうポケモン,57.5,1.3,かくとう,はがね,てきおうりょく,せいぎのこころ,,7,70,110,70,115,70,90
0449-000,449,0,ヒポポタス,,ヒポポタス,カバポケモン,49.5,0.8,じめん,,すなおこし,すなのちから,,9,68,72,78,38,42,32
0450-000,450,0,カバルドン,,カバルドン,じゅうりょうポケモン,300.0,2.0,じめん,,すなおこし,すなのちから,,9,108,112,118,68,72,47
0451-000,451,0,スコルピ,,スコルピ,さそりポケモン,12.0,0.8,どく,むし,カブトアーマー,スナイパー,するどいめ,8,40,50,90,30,55,65
0452-000,452,0,ドラピオン,,ドラピオン,ばけさそりポケモン,61.5,1.3,どく,あく,カブトアーマー,スナイパー,するどいめ,8,70,90,110,60,75,95
0453-000,453,0,グレッグル,,グレッグル,どくづきポケモン,23.0,0.7,どく,かくとう,きけんよち,かんそうはだ,どくしゅ,9,48,61,40,61,40,50
0454-000,454,0,ドクロッグ,,ドクロッグ,どくづきポケモン,44.4,1.3,どく,かくとう,きけんよち,かんそうはだ,どくしゅ,9,83,106,65,86,65,85
0455-000,455,0,マスキッパ,,マスキッパ,むしとりポケモン,27.0,1.4,くさ,,ふゆう,,,8,74,100,72,90,72,46
0456-000,456,0,ケイコウオ,,ケイコウオ,はねうおポケモン,7.0,0.4,みず,,すいすい,よびみず,みずのベール,9,49,49,56,49,61,66
